Timestamp,Building,Voltage_V,Current_A,Power_W,Energy_kWh
2026-01-05 00:15:00,Academic Block,234.62,9.57,2244.51,0.5611
2026-01-05 00:30:00,Computer Lab,230.3,7.62,1755.5,0.4389
2026-01-05 00:45:00,Computer Lab,226.77,9.08,2058.15,0.5145
2026-01-05 01:00:00,Academic Block,233.49,4.32,1008.48,0.2521
2026-01-05 01:15:00,Computer Lab,231.97,10.64,2468.11,0.617
2026-01-05 01:30:00,Academic Block,234.48,10.0,2345.61,0.5864
2026-01-05 01:45:00,Hostel,233.18,7.55,1760.18,0.44
2026-01-05 02:00:00,Hostel,235.25,11.98,2817.74,0.7044
2026-01-05 02:15:00,Academic Block,227.32,12.81,2912.63,0.7282
2026-01-05 02:30:00,Hostel,236.59,5.18,1224.89,0.3062
2026-01-05 02:45:00,Hostel,230.99,7.71,1781.34,0.4453
2026-01-05 03:00:00,Hostel,240.38,7.69,1849.11,0.4623
2026-01-05 03:15:00,Laboratory,226.55,7.18,1626.72,0.4067
2026-01-05 03:30:00,Library,238.68,12.49,2980.73,0.7452
2026-01-05 03:45:00,Computer Lab,230.99,9.42,2175.58,0.5439
2026-01-05 04:00:00,Laboratory,226.74,9.21,2087.5,0.5219
2026-01-05 04:15:00,Hostel,227.58,3.99,907.69,0.2269
2026-01-05 04:30:00,Academic Block,228.4,11.91,2719.37,0.6798
2026-01-05 04:45:00,Hostel,232.12,6.28,1458.24,0.3646
2026-01-05 05:00:00,Library,232.61,10.18,2367.97,0.592
2026-01-05 05:15:00,Hostel,227.13,10.83,2460.32,0.6151
2026-01-05 05:30:00,Academic Block,229.88,14.08,3237.14,0.8093
2026-01-05 05:45:00,Library,240.71,6.07,1461.97,0.3655
2026-01-05 06:00:00,Hostel,238.64,0.94,224.67,0.0562
2026-01-05 06:15:00,Library,232.18,10.55,2449.88,0.6125
2026-01-05 06:30:00,Computer Lab,230.19,15.4,3545.28,0.8863
2026-01-05 06:45:00,Computer Lab,230.6,13.72,3163.11,0.7908
2026-01-05 07:00:00,Hostel,233.07,10.63,2477.27,0.6193
2026-01-05 07:15:00,Library,224.89,8.53,1917.17,0.4793
2026-01-05 07:30:00,Academic Block,228.71,12.42,2840.93,0.7102
2026-01-05 07:45:00,Hostel,221.66,7.08,1569.19,0.3923
2026-01-05 08:00:00,Computer Lab,232.0,11.43,2651.5,0.6629
2026-01-05 08:15:00,Computer Lab,233.24,11.52,2686.04,0.6715
2026-01-05 08:30:00,Hostel,227.58,13.18,2999.7,0.7499
2026-01-05 08:45:00,Library,237.87,18.28,4348.02,1.087
2026-01-05 09:00:00,Computer Lab,223.87,11.18,2502.26,0.6256
2026-01-05 09:15:00,Library,222.68,8.47,1886.78,0.4717
2026-01-05 09:30:00,Computer Lab,231.12,9.92,2293.49,0.5734
2026-01-05 09:45:00,Computer Lab,235.24,4.69,1103.91,0.276
2026-01-05 10:00:00,Laboratory,238.42,7.92,1887.3,0.4718
2026-01-05 10:15:00,Computer Lab,227.71,8.77,1997.47,0.4994
2026-01-05 10:30:00,Academic Block,235.39,8.43,1983.83,0.496
2026-01-05 10:45:00,Hostel,229.81,10.46,2403.11,0.6008
2026-01-05 11:00:00,Hostel,229.14,7.53,1726.03,0.4315
2026-01-05 11:15:00,Library,234.42,13.36,3132.55,0.7831
2026-01-05 11:30:00,Computer Lab,233.26,10.0,2332.76,0.5832
2026-01-05 11:45:00,Academic Block,222.12,9.97,2214.98,0.5537
2026-01-05 12:00:00,Library,237.38,9.02,2140.32,0.5351
2026-01-05 12:15:00,Laboratory,236.9,10.47,2479.3,0.6198
2026-01-05 12:30:00,Library,226.87,12.48,2830.3,0.7076
2026-01-05 12:45:00,Library,231.98,7.4,1716.32,0.4291
2026-01-05 13:00:00,Computer Lab,232.47,8.03,1865.72,0.4664
2026-01-05 13:15:00,Laboratory,231.3,9.09,2102.28,0.5256
2026-01-05 13:30:00,Library,227.25,5.96,1354.94,0.3387
2026-01-05 13:45:00,Academic Block,226.64,7.54,1709.38,0.4273
2026-01-05 14:00:00,Academic Block,229.87,8.57,1970.31,0.4926
2026-01-05 14:15:00,Hostel,235.86,12.62,2977.35,0.7443
2026-01-05 14:30:00,Laboratory,232.72,10.79,2510.49,0.6276
2026-01-05 14:45:00,Laboratory,228.15,10.58,2413.97,0.6035
2026-01-05 15:00:00,Hostel,233.86,12.55,2935.55,0.7339
2026-01-05 15:15:00,Library,215.76,9.59,2068.66,0.5172
2026-01-05 15:30:00,Laboratory,235.74,11.17,2633.59,0.6584
2026-01-05 15:45:00,Academic Block,221.3,9.69,2144.48,0.5361
2026-01-05 16:00:00,Academic Block,228.19,10.8,2463.54,0.6159
2026-01-05 16:15:00,Computer Lab,224.4,8.25,1851.7,0.4629
2026-01-05 16:30:00,Laboratory,223.53,2.68,599.84,0.15
2026-01-05 16:45:00,Library,235.8,9.6,2263.05,0.5658
2026-01-05 17:00:00,Hostel,227.66,14.27,3248.33,0.8121
2026-01-05 17:15:00,Hostel,231.73,12.78,2961.23,0.7403
2026-01-05 17:30:00,Library,229.77,12.9,2963.1,0.7408
2026-01-05 17:45:00,Computer Lab,232.39,13.71,3185.63,0.7964
2026-01-05 18:00:00,Hostel,230.38,10.27,2365.12,0.5913
2026-01-05 18:15:00,Laboratory,223.59,10.59,2368.2,0.5921
2026-01-05 18:30:00,Computer Lab,234.98,8.15,1914.4,0.4786
2026-01-05 18:45:00,Laboratory,227.53,9.05,2059.56,0.5149
2026-01-05 19:00:00,Academic Block,222.22,11.85,2632.68,0.6582
2026-01-05 19:15:00,Computer Lab,227.86,13.61,3101.54,0.7754
2026-01-05 19:30:00,Hostel,237.5,9.58,2275.68,0.5689
2026-01-05 19:45:00,Computer Lab,234.25,8.65,2026.14,0.5065
2026-01-05 20:00:00,Computer Lab,228.26,10.0,2282.93,0.5707
2026-01-05 20:15:00,Computer Lab,228.25,11.8,2694.22,0.6736
2026-01-05 20:30:00,Computer Lab,228.39,5.67,1294.62,0.3237
2026-01-05 20:45:00,Laboratory,240.38,3.11,747.94,0.187
2026-01-05 21:00:00,Academic Block,231.91,8.35,1936.07,0.484
2026-01-05 21:15:00,Library,232.15,6.34,1471.34,0.3678
2026-01-05 21:30:00,Computer Lab,235.15,8.48,1993.04,0.4983
2026-01-05 21:45:00,Hostel,231.19,9.56,2209.44,0.5524
2026-01-05 22:00:00,Computer Lab,228.7,8.64,1976.07,0.494
2026-01-05 22:15:00,Hostel,229.02,14.36,3288.11,0.822
2026-01-05 22:30:00,Laboratory,229.64,10.98,2521.52,0.6304
2026-01-05 22:45:00,Hostel,229.81,10.9,2505.3,0.6263
2026-01-05 23:00:00,Library,233.64,11.87,2772.5,0.6931
2026-01-05 23:15:00,Academic Block,230.26,6.58,1515.92,0.379
2026-01-05 23:30:00,Hostel,233.66,13.12,3065.04,0.7663
2026-01-05 23:45:00,Hostel,229.6,9.77,2243.78,0.5609
2026-01-06 00:00:00,Academic Block,230.39,12.01,2767.35,0.6918
2026-01-06 00:15:00,Library,220.01,6.78,1492.64,0.3732
2026-01-06 00:30:00,Computer Lab,234.58,5.34,1252.37,0.3131
2026-01-06 00:45:00,Hostel,231.73,12.45,2885.92,0.7215
2026-01-06 01:00:00,Academic Block,234.99,11.13,2615.26,0.6538
2026-01-06 01:15:00,Laboratory,215.52,7.29,1571.96,0.393
2026-01-06 01:30:00,Academic Block,240.44,7.39,1777.11,0.4443
2026-01-06 01:45:00,Laboratory,229.3,13.38,3067.21,0.7668
2026-01-06 02:00:00,Library,235.54,6.43,1514.94,0.3787
2026-01-06 02:15:00,Computer Lab,224.8,14.93,3355.83,0.839
2026-01-06 02:30:00,Academic Block,233.06,7.3,1700.93,0.4252
2026-01-06 02:45:00,Hostel,224.73,11.92,2677.73,0.6694
2026-01-06 03:00:00,Library,226.88,9.01,2045.14,0.5113
2026-01-06 03:15:00,Academic Block,239.57,11.81,2829.22,0.7073
2026-01-06 03:30:00,Hostel,229.05,8.37,1916.58,0.4791
2026-01-06 03:45:00,Academic Block,231.09,9.51,2198.01,0.5495
2026-01-06 04:00:00,Laboratory,234.35,10.12,2372.27,0.5931
2026-01-06 04:15:00,Academic Block,232.48,6.99,1625.82,0.4065
2026-01-06 04:30:00,Academic Block,230.75,12.22,2820.36,0.7051
2026-01-06 04:45:00,Academic Block,231.82,8.46,1961.32,0.4903
2026-01-06 05:00:00,Library,242.02,9.31,2254.2,0.5635
2026-01-06 05:15:00,Academic Block,229.71,7.02,1611.88,0.403
2026-01-06 05:30:00,Hostel,231.01,2.31,534.32,0.1336
2026-01-06 05:45:00,Laboratory,235.25,9.43,2217.71,0.5544
2026-01-06 06:00:00,Laboratory,235.53,17.24,4059.99,1.015
2026-01-06 06:15:00,Academic Block,235.94,12.35,2914.7,0.7287
2026-01-06 06:30:00,Library,233.19,9.94,2318.46,0.5796
2026-01-06 06:45:00,Library,224.28,9.21,2065.96,0.5165
2026-01-06 07:00:00,Hostel,238.17,10.07,2397.72,0.5994
2026-01-06 07:15:00,Academic Block,224.27,11.64,2610.79,0.6527
2026-01-06 07:30:00,Laboratory,231.51,6.46,1495.01,0.3738
2026-01-06 07:45:00,Library,226.23,13.34,3018.56,0.7546
2026-01-06 08:00:00,Academic Block,229.68,12.15,2789.72,0.6974
2026-01-06 08:15:00,Library,231.64,12.15,2815.53,0.7039
2026-01-06 08:30:00,Library,231.61,11.32,2620.73,0.6552
2026-01-06 08:45:00,Laboratory,232.11,10.06,2334.76,0.5837
2026-01-06 09:00:00,Computer Lab,238.07,12.02,2861.25,0.7153
2026-01-06 09:15:00,Hostel,232.27,11.78,2735.05,0.6838
2026-01-06 09:30:00,Hostel,228.78,8.94,2044.8,0.5112
2026-01-06 09:45:00,Laboratory,234.82,8.28,1944.12,0.486
2026-01-06 10:00:00,Library,235.95,10.31,2431.57,0.6079
2026-01-06 10:15:00,Academic Block,223.86,14.65,3278.92,0.8197
2026-01-06 10:30:00,Library,232.99,6.28,1463.78,0.3659
2026-01-06 10:45:00,Laboratory,233.51,5.6,1307.03,0.3268
2026-01-06 11:00:00,Hostel,228.51,10.49,2398.07,0.5995
2026-01-06 11:15:00,Library,236.88,10.15,2404.95,0.6012
2026-01-06 11:30:00,Hostel,229.25,10.52,2411.71,0.6029
2026-01-06 11:45:00,Academic Block,230.63,10.73,2475.07,0.6188
2026-01-06 12:00:00,Hostel,229.13,9.33,2137.92,0.5345
2026-01-06 12:15:00,Hostel,230.08,14.47,3329.13,0.8323
2026-01-06 12:30:00,Computer Lab,224.52,5.2,1166.89,0.2917
2026-01-06 12:45:00,Computer Lab,222.8,7.51,1674.23,0.4186
2026-01-06 13:00:00,Computer Lab,237.97,9.69,2306.01,0.5765
2026-01-06 13:15:00,Hostel,225.77,5.07,1144.73,0.2862
2026-01-06 13:30:00,Laboratory,225.04,9.47,2131.71,0.5329
2026-01-06 13:45:00,Hostel,219.23,14.98,3285.08,0.8213
2026-01-06 14:00:00,Laboratory,226.81,10.06,2282.26,0.5706
2026-01-06 14:15:00,Laboratory,223.38,10.69,2388.45,0.5971
2026-01-06 14:30:00,Computer Lab,238.21,6.22,1481.55,0.3704
2026-01-06 14:45:00,Library,235.05,8.15,1915.87,0.479
2026-01-06 15:00:00,Academic Block,226.56,8.87,2010.58,0.5026
2026-01-06 15:15:00,Computer Lab,241.26,9.05,2182.66,0.5457
2026-01-06 15:30:00,Computer Lab,234.91,13.84,3252.3,0.8131
2026-01-06 15:45:00,Library,228.38,11.67,2665.85,0.6665
2026-01-06 16:00:00,Academic Block,217.5,6.67,1449.79,0.3624
2026-01-06 16:15:00,Hostel,241.45,10.74,2593.11,0.6483
2026-01-06 16:30:00,Hostel,223.05,11.49,2563.91,0.641
2026-01-06 16:45:00,Computer Lab,221.77,13.42,2976.29,0.7441
2026-01-06 17:00:00,Academic Block,235.11,14.74,3465.94,0.8665
2026-01-06 17:15:00,Computer Lab,242.2,6.95,1684.42,0.4211
2026-01-06 17:30:00,Laboratory,236.92,7.57,1792.89,0.4482
2026-01-06 17:45:00,Computer Lab,232.82,6.23,1449.83,0.3625
2026-01-06 18:00:00,Computer Lab,232.97,9.3,2166.18,0.5415
2026-01-06 18:15:00,Hostel,234.27,11.4,2670.43,0.6676
2026-01-06 18:30:00,Hostel,233.79,12.96,3030.45,0.7576
2026-01-06 18:45:00,Hostel,231.41,9.77,2261.33,0.5653
2026-01-06 19:00:00,Laboratory,230.52,9.04,2084.02,0.521
2026-01-06 19:15:00,Hostel,229.69,10.46,2401.44,0.6004
2026-01-06 19:30:00,Academic Block,226.23,7.49,1695.5,0.4239
2026-01-06 19:45:00,Library,228.6,16.27,3718.95,0.9297
2026-01-06 20:00:00,Academic Block,221.54,5.18,1146.89,0.2867
2026-01-06 20:15:00,Academic Block,229.51,10.55,2422.28,0.6056
2026-01-06 20:30:00,Hostel,225.06,16.07,3616.85,0.9042
2026-01-06 20:45:00,Library,224.48,10.02,2249.4,0.5623
2026-01-06 21:00:00,Library,230.9,9.43,2177.35,0.5443
2026-01-06 21:15:00,Library,236.96,8.93,2115.5,0.5289
2026-01-06 21:30:00,Laboratory,234.59,9.46,2218.96,0.5547
2026-01-06 21:45:00,Hostel,222.15,14.12,3136.4,0.7841
2026-01-06 22:00:00,Library,225.05,3.36,757.17,0.1893
2026-01-06 22:15:00,Laboratory,234.7,14.6,3426.75,0.8567
2026-01-06 22:30:00,Computer Lab,225.09,5.73,1289.33,0.3223
2026-01-06 22:45:00,Computer Lab,228.88,9.2,2105.68,0.5264
2026-01-06 23:00:00,Laboratory,232.75,8.71,2027.78,0.5069
2026-01-06 23:15:00,Laboratory,225.16,11.77,2649.14,0.6623
2026-01-06 23:30:00,Hostel,230.53,5.21,1200.04,0.3
2026-01-06 23:45:00,Hostel,223.33,11.39,2542.95,0.6357
2026-01-07 00:00:00,Computer Lab,226.99,16.07,3648.44,0.9121
2026-01-07 00:15:00,Library,231.6,5.91,1368.86,0.3422
2026-01-07 00:30:00,Computer Lab,222.04,10.57,2346.71,0.5867
2026-01-07 00:45:00,Library,232.2,8.01,1860.88,0.4652
2026-01-07 01:00:00,Library,229.9,11.28,2592.75,0.6482
2026-01-07 01:15:00,Hostel,232.76,10.06,2341.0,0.5852
2026-01-07 01:30:00,Academic Block,231.12,8.08,1866.42,0.4666
2026-01-07 01:45:00,Academic Block,236.82,11.46,2714.82,0.6787
2026-01-07 02:00:00,Laboratory,230.63,15.41,3554.65,0.8887
2026-01-07 02:15:00,Hostel,227.85,9.43,2148.04,0.537
2026-01-07 02:30:00,Library,230.61,12.16,2804.07,0.701
2026-01-07 02:45:00,Academic Block,232.72,6.12,1424.27,0.3561
2026-01-07 03:00:00,Library,230.24,7.13,1641.8,0.4105
2026-01-07 03:15:00,Academic Block,230.2,11.42,2628.28,0.6571
2026-01-07 03:30:00,Academic Block,226.49,14.45,3273.31,0.8183
2026-01-07 03:45:00,Academic Block,226.69,11.07,2508.69,0.6272
2026-01-07 04:00:00,Hostel,222.99,9.06,2020.45,0.5051
2026-01-07 04:15:00,Computer Lab,238.75,10.0,2386.97,0.5967
2026-01-07 04:30:00,Library,223.78,6.25,1398.36,0.3496
2026-01-07 04:45:00,Hostel,226.54,11.81,2676.19,0.669
2026-01-07 05:00:00,Hostel,226.41,12.65,2863.38,0.7158
2026-01-07 05:15:00,Hostel,234.47,8.64,2026.74,0.5067
2026-01-07 05:30:00,Hostel,228.53,8.59,1963.0,0.4908
2026-01-07 05:45:00,Hostel,236.24,10.8,2550.82,0.6377
2026-01-07 06:00:00,Laboratory,226.63,8.69,1969.4,0.4924
2026-01-07 06:15:00,Library,231.39,9.8,2268.04,0.567
2026-01-07 06:30:00,Hostel,225.82,16.3,3680.73,0.9202
2026-01-07 06:45:00,Library,240.73,9.26,2228.86,0.5572
2026-01-07 07:00:00,Laboratory,224.06,8.92,1999.75,0.4999
2026-01-07 07:15:00,Laboratory,231.55,8.06,1865.68,0.4664
2026-01-07 07:30:00,Library,233.17,12.23,2852.26,0.7131
2026-01-07 07:45:00,Academic Block,232.07,9.46,2194.52,0.5486
2026-01-07 08:00:00,Computer Lab,229.07,8.05,1844.47,0.4611
2026-01-07 08:15:00,Academic Block,229.35,13.96,3202.64,0.8007
2026-01-07 08:30:00,Academic Block,230.22,14.26,3282.65,0.8207
2026-01-07 08:45:00,Academic Block,229.26,8.2,1879.68,0.4699
2026-01-07 09:00:00,Hostel,234.82,4.4,1033.29,0.2583
2026-01-07 09:15:00,Laboratory,241.05,13.02,3139.12,0.7848
2026-01-07 09:30:00,Academic Block,227.21,7.95,1805.46,0.4514
2026-01-07 09:45:00,Laboratory,223.15,12.37,2760.8,0.6902
2026-01-07 10:00:00,Library,229.56,4.09,938.82,0.2347
2026-01-07 10:15:00,Computer Lab,242.9,12.68,3079.42,0.7699
2026-01-07 10:30:00,Library,225.98,6.37,1438.71,0.3597
2026-01-07 10:45:00,Library,238.2,12.19,2904.15,0.726
2026-01-07 11:00:00,Hostel,238.39,10.04,2394.09,0.5985
2026-01-07 11:15:00,Computer Lab,227.23,7.14,1622.02,0.4055
2026-01-07 11:30:00,Library,232.84,8.78,2044.12,0.511
2026-01-07 11:45:00,Library,238.14,12.06,2871.74,0.7179
2026-01-07 12:00:00,Computer Lab,228.1,10.32,2353.51,0.5884
2026-01-07 12:15:00,Computer Lab,228.98,11.75,2691.28,0.6728
2026-01-07 12:30:00,Library,227.09,15.93,3617.42,0.9044
2026-01-07 12:45:00,Computer Lab,224.93,5.31,1193.75,0.2984
2026-01-07 13:00:00,Library,226.75,14.85,3367.66,0.8419
2026-01-07 13:15:00,Library,223.88,10.31,2308.89,0.5772
2026-01-07 13:30:00,Hostel,230.17,7.3,1681.08,0.4203
2026-01-07 13:45:00,Academic Block,226.15,6.01,1358.95,0.3397
2026-01-07 14:00:00,Library,231.17,9.43,2180.53,0.5451
2026-01-07 14:15:00,Laboratory,222.22,12.76,2836.63,0.7092
2026-01-07 14:30:00,Academic Block,231.65,9.62,2227.9,0.557
2026-01-07 14:45:00,Academic Block,234.17,14.53,3403.27,0.8508
2026-01-07 15:00:00,Academic Block,220.03,5.65,1242.4,0.3106
2026-01-07 15:15:00,Hostel,231.87,9.96,2310.29,0.5776
2026-01-07 15:30:00,Library,236.14,6.24,1474.17,0.3685
2026-01-07 15:45:00,Hostel,223.95,11.09,2483.83,0.621
2026-01-07 16:00:00,Library,238.36,12.66,3017.83,0.7545
2026-01-07 16:15:00,Hostel,232.1,8.74,2027.98,0.507
2026-01-07 16:30:00,Hostel,226.47,2.19,495.38,0.1238
2026-01-07 16:45:00,Laboratory,229.72,10.6,2434.32,0.6086
2026-01-07 17:00:00,Hostel,232.79,11.31,2632.92,0.6582
2026-01-07 17:15:00,Computer Lab,230.38,11.21,2583.22,0.6458
2026-01-07 17:30:00,Laboratory,232.69,13.71,3189.61,0.7974
2026-01-07 17:45:00,Hostel,225.4,6.79,1529.73,0.3824
2026-01-07 18:00:00,Academic Block,230.85,12.04,2779.55,0.6949
2026-01-07 18:15:00,Computer Lab,222.93,13.58,3026.86,0.7567
2026-01-07 18:30:00,Computer Lab,229.44,4.66,1070.18,0.2675
2026-01-07 18:45:00,Computer Lab,225.48,10.96,2471.03,0.6178
2026-01-07 19:00:00,Laboratory,226.32,8.49,1920.9,0.4802
2026-01-07 19:15:00,Hostel,236.18,9.76,2304.04,0.576
2026-01-07 19:30:00,Hostel,235.46,11.04,2600.15,0.65
2026-01-07 19:45:00,Academic Block,233.05,8.54,1989.82,0.4975
2026-01-07 20:00:00,Academic Block,224.54,7.97,1790.22,0.4476
2026-01-07 20:15:00,Computer Lab,228.42,10.1,2307.58,0.5769
2026-01-07 20:30:00,Academic Block,236.07,6.74,1590.67,0.3977
2026-01-07 20:45:00,Laboratory,230.71,6.74,1555.56,0.3889
2026-01-07 21:00:00,Hostel,241.6,12.04,2908.37,0.7271
2026-01-07 21:15:00,Computer Lab,231.97,6.55,1520.22,0.3801
2026-01-07 21:30:00,Academic Block,230.96,12.0,2771.28,0.6928
2026-01-07 21:45:00,Laboratory,228.45,11.39,2601.59,0.6504
2026-01-07 22:00:00,Laboratory,230.67,4.82,1112.41,0.2781
2026-01-07 22:15:00,Academic Block,229.24,7.97,1826.41,0.4566
2026-01-07 22:30:00,Hostel,233.54,13.58,3172.02,0.793
2026-01-07 22:45:00,Academic Block,234.78,7.06,1656.75,0.4142
2026-01-07 23:00:00,Computer Lab,226.07,8.61,1945.74,0.4864
2026-01-07 23:15:00,Academic Block,223.34,11.39,2543.03,0.6358
2026-01-07 23:30:00,Laboratory,220.82,12.35,2727.15,0.6818
2026-01-07 23:45:00,Academic Block,232.54,9.25,2149.92,0.5375
2026-01-08 00:00:00,Hostel,224.48,8.21,1842.44,0.4606
2026-01-08 00:15:00,Library,219.24,14.27,3127.86,0.782
2026-01-08 00:30:00,Academic Block,231.94,15.22,3529.41,0.8824
2026-01-08 00:45:00,Hostel,242.46,12.94,3136.67,0.7842
2026-01-08 01:00:00,Hostel,229.97,10.26,2358.56,0.5896
2026-01-08 01:15:00,Laboratory,234.19,7.58,1774.06,0.4435
2026-01-08 01:30:00,Hostel,230.41,7.51,1730.07,0.4325
2026-01-08 01:45:00,Hostel,229.51,11.57,2654.82,0.6637
2026-01-08 02:00:00,Hostel,234.6,11.26,2640.42,0.6601
2026-01-08 02:15:00,Hostel,228.55,14.2,3246.49,0.8116
2026-01-08 02:30:00,Computer Lab,231.34,11.95,2764.79,0.6912
2026-01-08 02:45:00,Computer Lab,231.61,5.49,1271.71,0.3179
2026-01-08 03:00:00,Laboratory,226.66,13.16,2981.9,0.7455
2026-01-08 03:15:00,Academic Block,234.96,7.01,1646.09,0.4115
2026-01-08 03:30:00,Hostel,229.13,8.85,2027.32,0.5068
2026-01-08 03:45:00,Academic Block,226.22,10.75,2432.01,0.608
2026-01-08 04:00:00,Academic Block,232.68,15.99,3719.9,0.93
2026-01-08 04:15:00,Laboratory,225.51,19.33,4359.01,1.0898
2026-01-08 04:30:00,Hostel,230.14,11.82,2720.3,0.6801
2026-01-08 04:45:00,Hostel,229.95,9.45,2173.16,0.5433
2026-01-08 05:00:00,Library,235.43,11.6,2731.81,0.683
2026-01-08 05:15:00,Academic Block,232.37,12.66,2942.54,0.7356
2026-01-08 05:30:00,Academic Block,229.87,9.04,2077.61,0.5194
2026-01-08 05:45:00,Computer Lab,234.09,15.39,3601.61,0.9004
2026-01-08 06:00:00,Library,236.95,10.69,2533.06,0.6333
2026-01-08 06:15:00,Computer Lab,232.79,11.49,2675.5,0.6689
2026-01-08 06:30:00,Computer Lab,230.05,12.0,2760.11,0.69
2026-01-08 06:45:00,Computer Lab,223.44,11.26,2517.01,0.6293
2026-01-08 07:00:00,Laboratory,224.67,12.52,2812.21,0.7031
2026-01-08 07:15:00,Laboratory,228.47,8.15,1861.66,0.4654
2026-01-08 07:30:00,Computer Lab,226.95,8.33,1889.4,0.4724
2026-01-08 07:45:00,Library,229.07,6.7,1534.63,0.3837
2026-01-08 08:00:00,Academic Block,230.28,11.32,2606.46,0.6516
2026-01-08 08:15:00,Library,232.65,12.34,2870.14,0.7175
2026-01-08 08:30:00,Hostel,229.65,11.37,2611.85,0.653
2026-01-08 08:45:00,Laboratory,232.43,15.02,3491.94,0.873
2026-01-08 09:00:00,Academic Block,230.32,9.98,2299.36,0.5748
2026-01-08 09:15:00,Academic Block,220.12,12.01,2642.84,0.6607
2026-01-08 09:30:00,Hostel,225.3,6.72,1515.14,0.3788
2026-01-08 09:45:00,Hostel,229.28,8.84,2026.53,0.5066
2026-01-08 10:00:00,Computer Lab,223.95,12.09,2706.82,0.6767
2026-01-08 10:15:00,Laboratory,233.0,12.55,2923.52,0.7309
2026-01-08 10:30:00,Laboratory,237.65,9.12,2166.95,0.5417
2026-01-08 10:45:00,Library,236.09,9.79,2310.23,0.5776
2026-01-08 11:00:00,Computer Lab,228.93,5.45,1246.85,0.3117
2026-01-08 11:15:00,Computer Lab,237.45,8.93,2120.2,0.5301
2026-01-08 11:30:00,Computer Lab,230.74,12.67,2923.78,0.7309
2026-01-08 11:45:00,Computer Lab,228.31,11.73,2677.13,0.6693
2026-01-08 12:00:00,Laboratory,226.93,11.5,2610.18,0.6525
2026-01-08 12:15:00,Laboratory,228.49,10.15,2318.99,0.5797
2026-01-08 12:30:00,Computer Lab,228.06,10.02,2285.42,0.5714
2026-01-08 12:45:00,Library,230.85,8.02,1851.21,0.4628
2026-01-08 13:00:00,Academic Block,230.8,12.1,2791.9,0.698
2026-01-08 13:15:00,Academic Block,230.02,11.26,2590.64,0.6477
2026-01-08 13:30:00,Library,232.18,11.48,2664.56,0.6661
2026-01-08 13:45:00,Computer Lab,235.95,8.42,1987.17,0.4968
2026-01-08 14:00:00,Laboratory,234.75,3.54,831.0,0.2078
2026-01-08 14:15:00,Academic Block,222.58,13.29,2958.35,0.7396
2026-01-08 14:30:00,Hostel,217.23,8.56,1860.25,0.4651
2026-01-08 14:45:00,Hostel,234.67,7.41,1739.31,0.4348
2026-01-08 15:00:00,Library,223.17,12.08,2695.94,0.674
2026-01-08 15:15:00,Computer Lab,228.88,8.82,2019.59,0.5049
2026-01-08 15:30:00,Academic Block,224.15,13.18,2954.25,0.7386
2026-01-08 15:45:00,Computer Lab,220.99,11.85,2618.96,0.6547
2026-01-08 16:00:00,Academic Block,232.71,12.05,2804.29,0.7011
2026-01-08 16:15:00,Library,233.8,5.9,1379.89,0.345
2026-01-08 16:30:00,Library,227.12,13.64,3096.94,0.7742
2026-01-08 16:45:00,Hostel,217.04,10.78,2340.56,0.5851
2026-01-08 17:00:00,Computer Lab,227.27,8.89,2020.91,0.5052
2026-01-08 17:15:00,Hostel,231.96,10.43,2419.37,0.6048
2026-01-08 17:30:00,Computer Lab,222.61,4.67,1039.86,0.26
2026-01-08 17:45:00,Hostel,230.92,11.23,2592.26,0.6481
2026-01-08 18:00:00,Laboratory,229.92,6.91,1589.2,0.3973
2026-01-08 18:15:00,Laboratory,232.9,5.94,1383.87,0.346
2026-01-08 18:30:00,Laboratory,230.6,5.43,1252.82,0.3132
2026-01-08 18:45:00,Laboratory,225.13,13.34,3002.86,0.7507
2026-01-08 19:00:00,Academic Block,235.98,8.11,1914.34,0.4786
2026-01-08 19:15:00,Laboratory,229.21,14.6,3346.7,0.8367
2026-01-08 19:30:00,Library,229.86,8.39,1929.15,0.4823
2026-01-08 19:45:00,Library,225.33,4.88,1099.16,0.2748
2026-01-08 20:00:00,Academic Block,227.78,6.65,1514.86,0.3787
2026-01-08 20:15:00,Laboratory,225.58,13.71,3092.07,0.773
2026-01-08 20:30:00,Laboratory,229.14,9.53,2184.19,0.546
2026-01-08 20:45:00,Laboratory,238.56,8.36,1993.19,0.4983
2026-01-08 21:00:00,Hostel,223.14,10.48,2338.52,0.5846
2026-01-08 21:15:00,Computer Lab,221.93,11.51,2553.41,0.6384
2026-01-08 21:30:00,Hostel,237.36,13.35,3169.22,0.7923
2026-01-08 21:45:00,Computer Lab,228.95,14.35,3284.45,0.8211
2026-01-08 22:00:00,Laboratory,226.65,8.92,2021.92,0.5055
2026-01-08 22:15:00,Laboratory,235.2,6.02,1416.34,0.3541
2026-01-08 22:30:00,Hostel,226.97,8.76,1988.18,0.497
2026-01-08 22:45:00,Hostel,239.13,10.78,2578.02,0.6445
2026-01-08 23:00:00,Computer Lab,233.39,7.11,1659.1,0.4148
2026-01-08 23:15:00,Library,227.56,7.13,1622.18,0.4055
2026-01-08 23:30:00,Computer Lab,240.79,11.03,2656.2,0.6641
2026-01-08 23:45:00,Hostel,226.97,9.85,2236.59,0.5591
2026-01-09 00:00:00,Hostel,233.71,10.1,2360.1,0.59
2026-01-09 00:15:00,Academic Block,231.5,7.72,1788.2,0.447
